"Sample_1","Sample_2","Sample_3","Sample_4","Sample_5"
9.14007838765874,8.51940806792057,10.7850828030817,10.5989520961963,9.62381557026278
9.70000777663763,9.54917011605279,10.5617909201872,9.06132371128136,9.92634566828271
9.28012685497139,8.40328718808693,9.16050075873539,9.72616810544772,9.52753277247674
9.77798678233715,10.0042683678348,9.55313482246073,10.5161412580807,9.43298775018821
9.83869638949889,9.26560111931174,10.1155287160737,10.3228739804351,10.830242005677
10.9873334463282,10.20987505043,10.765936069,10.678470284773,9.14672436791775
9.59734743407718,9.50054399422837,10.0810371109697,9.21663822416466,8.49937234856607
9.78269633937513,11.0705779777404,10.4176280718972,9.12132158154724,11.4377721956029
10.0791388181602,8.34268607701772,9.46472359411649,10.4625890281925,10.7567291865691
9.059486389584,11.0347709648097,9.17692428443824,9.43420335447414,11.6260645851176
10.445606053339,9.77731373238868,10.5065908000628,9.40895627302626,9.76105325311701
9.63876042724183,10.9746653771553,9.78995168321328,9.3910824414045,9.05024985565815
10.8142455021898,11.0726365635309,10.5847997956472,8.14795395495338,9.71897572094215
9.31192387376776,10.3308736990221,9.21477473845522,10.3213418010569,10.6330344405585
9.013373197291,11.4663883044585,9.86160339775043,9.42064226395366,11.0511973290851
