"","preds.No","preds.Yes","domestic_2018.Retained"
"1",0.564653992652893,0.435346007347107,0
"2",0.568423807621002,0.431576192378998,0
"3",0.570303320884705,0.429696679115295,0
"4",0.576984643936157,0.423015356063843,0
"5",0.580414593219757,0.419585406780243,0
"6",0.57831746339798,0.42168253660202,0
"7",0.564904928207397,0.435095071792603,0
"8",0.577356994152069,0.422643005847931,0
"9",0.564818143844604,0.435181856155396,1
"10",0.578068196773529,0.421931803226471,0
"11",0.562585413455963,0.437414586544037,0
"12",0.5708167552948,0.4291832447052,0
"13",0.578953862190247,0.421046137809753,1
"14",0.571925401687622,0.428074598312378,0
"15",0.574438333511353,0.425561666488647,0
"16",0.568125128746033,0.431874871253967,0
"17",0.566610634326935,0.433389365673065,0
"18",0.570812284946442,0.429187715053558,0
"19",0.570411145687103,0.429588854312897,0
"20",0.580287992954254,0.419712007045746,0
"21",0.578451871871948,0.421548128128052,0
"22",0.563921809196472,0.436078190803528,1
"23",0.568928182125092,0.431071817874908,0
"24",0.563357770442963,0.436642229557037,0
"25",0.576330244541168,0.423669755458832,0
"26",0.578494846820831,0.421505153179169,0
"27",0.574455618858337,0.425544381141663,0
"28",0.564225077629089,0.435774922370911,0
"29",0.561992585659027,0.438007414340973,1
"30",0.567062377929688,0.432937622070312,0
"31",0.578501760959625,0.421498239040375,0
"32",0.576194167137146,0.423805832862854,1
"33",0.580414593219757,0.419585406780243,0
"34",0.576785504817963,0.423214495182037,0
"35",0.577621459960938,0.422378540039062,0
"36",0.571494162082672,0.428505837917328,0
"37",0.559722065925598,0.440277934074402,0
"38",0.576470136642456,0.423529863357544,0
"39",0.575349867343903,0.424650132656097,0
"40",0.577365636825562,0.422634363174438,0
"41",0.577412843704224,0.422587156295776,0
"42",0.566776037216187,0.433223962783813,1
"43",0.567279636859894,0.432720363140106,0
"44",0.563621461391449,0.436378538608551,0
"45",0.577719569206238,0.422280430793762,0
"46",0.57948625087738,0.42051374912262,0
"47",0.558320224285126,0.441679775714874,0
"48",0.576442837715149,0.423557162284851,0
"49",0.573496580123901,0.426503419876099,0
"50",0.578062653541565,0.421937346458435,0
"51",0.559264719486237,0.440735280513763,0
"52",0.564004421234131,0.435995578765869,0
"53",0.570941030979156,0.429058969020844,0
"54",0.569546282291412,0.430453717708588,0
"55",0.571167051792145,0.428832948207855,0
"56",0.573355138301849,0.426644861698151,0
"57",0.572330236434937,0.427669763565063,0
"58",0.572276830673218,0.427723169326782,0
"59",0.564114272594452,0.435885727405548,0
"60",0.577221095561981,0.422778904438019,0
"61",0.558614313602448,0.441385686397552,1
"62",0.564684391021729,0.435315608978271,0
"63",0.576608061790466,0.423391938209534,0
"64",0.561743140220642,0.438256859779358,0
"65",0.5792116522789,0.4207883477211,0
"66",0.578245401382446,0.421754598617554,0
"67",0.576045095920563,0.423954904079437,0
"68",0.572132110595703,0.427867889404297,0
"69",0.57470828294754,0.42529171705246,0
"70",0.561548173427582,0.438451826572418,1
"71",0.566597580909729,0.433402419090271,0
"72",0.576952338218689,0.423047661781311,0
"73",0.563828766345978,0.436171233654022,1
"74",0.576205492019653,0.423794507980347,0
"75",0.565140724182129,0.434859275817871,1
"76",0.563078701496124,0.436921298503876,1
"77",0.573207020759583,0.426792979240417,0
"78",0.574398100376129,0.425601899623871,0
"79",0.572258174419403,0.427741825580597,0
"80",0.568313241004944,0.431686758995056,0
"81",0.564837217330933,0.435162782669067,0
"82",0.578754663467407,0.421245336532593,0
"83",0.567386150360107,0.432613849639893,0
"84",0.577742040157318,0.422257959842682,0
"85",0.560547232627869,0.439452767372131,0
"86",0.558141708374023,0.441858291625977,0
"87",0.57776927947998,0.42223072052002,0
"88",0.580414593219757,0.419585406780243,0
"89",0.577829003334045,0.422170996665955,0
"90",0.563331127166748,0.436668872833252,0
"91",0.577044725418091,0.422955274581909,0
"92",0.578350067138672,0.421649932861328,0
"93",0.563421547412872,0.436578452587128,0
"94",0.574925482273102,0.425074517726898,1
"95",0.576565146446228,0.423434853553772,0
"96",0.569526553153992,0.430473446846008,0
"97",0.576641738414764,0.423358261585236,0
"98",0.564145684242249,0.435854315757751,0
"99",0.577988624572754,0.422011375427246,0
"100",0.573567748069763,0.426432251930237,1
"101",0.578350484371185,0.421649515628815,0
"102",0.57624876499176,0.42375123500824,0
"103",0.575812816619873,0.424187183380127,0
"104",0.565898656845093,0.434101343154907,0
"105",0.576947093009949,0.423052906990051,0
"106",0.576292932033539,0.423707067966461,1
"107",0.571218729019165,0.428781270980835,0
"108",0.570119321346283,0.429880678653717,0
"109",0.578314185142517,0.421685814857483,0
"110",0.570748627185822,0.429251372814178,0
"111",0.56653106212616,0.43346893787384,0
"112",0.572018802165985,0.427981197834015,0
"113",0.572947442531586,0.427052557468414,0
"114",0.568110287189484,0.431889712810516,0
"115",0.57952356338501,0.42047643661499,0
"116",0.573571026325226,0.426428973674774,0
"117",0.575124084949493,0.424875915050507,0
"118",0.561793446540833,0.438206553459167,0
"119",0.569785237312317,0.430214762687683,0
"120",0.568760931491852,0.431239068508148,0
"121",0.569133102893829,0.430866897106171,0
"122",0.557764053344727,0.442235946655273,0
"123",0.576169848442078,0.423830151557922,0
"124",0.573761522769928,0.426238477230072,0
"125",0.578253507614136,0.421746492385864,0
"126",0.576943099498749,0.423056900501251,0
"127",0.574410140514374,0.425589859485626,0
"128",0.577992796897888,0.422007203102112,0
"129",0.563259363174438,0.436740636825562,0
"130",0.572050809860229,0.427949190139771,1
"131",0.572050988674164,0.427949011325836,0
"132",0.572341918945312,0.427658081054688,0
"133",0.556352913379669,0.443647086620331,0
"134",0.570036232471466,0.429963767528534,0
"135",0.580279946327209,0.419720053672791,0
"136",0.570464074611664,0.429535925388336,0
"137",0.578146040439606,0.421853959560394,0
"138",0.56549596786499,0.43450403213501,0
"139",0.578413784503937,0.421586215496063,0
"140",0.580092310905457,0.419907689094543,0
"141",0.573960542678833,0.426039457321167,0
"142",0.570425033569336,0.429574966430664,0
"143",0.579684674739838,0.420315325260162,0
"144",0.579331815242767,0.420668184757233,0
"145",0.571998596191406,0.428001403808594,1
"146",0.577624082565308,0.422375917434692,0
"147",0.579649150371552,0.420350849628448,0
"148",0.57581353187561,0.42418646812439,0
"149",0.567252993583679,0.432747006416321,1
"150",0.579069554805756,0.420930445194244,0
"151",0.568176686763763,0.431823313236237,0
"152",0.575120866298676,0.424879133701324,0
"153",0.571067214012146,0.428932785987854,0
"154",0.566822707653046,0.433177292346954,0
"155",0.560969471931458,0.439030528068542,1
"156",0.575062572956085,0.424937427043915,0
"157",0.577655851840973,0.422344148159027,0
"158",0.579235076904297,0.420764923095703,0
"159",0.570789635181427,0.429210364818573,0
"160",0.570486545562744,0.429513454437256,0
"161",0.571079075336456,0.428920924663544,0
"162",0.57526969909668,0.42473030090332,0
"163",0.564404129981995,0.435595870018005,0
"164",0.570961475372314,0.429038524627686,0
"165",0.57813435792923,0.42186564207077,0
"166",0.57511305809021,0.42488694190979,1
"167",0.574243128299713,0.425756871700287,0
"168",0.572936832904816,0.427063167095184,0
"169",0.560977458953857,0.439022541046143,0
"170",0.57984870672226,0.42015129327774,0
"171",0.579616904258728,0.420383095741272,0
"172",0.572020053863525,0.427979946136475,0
"173",0.567992031574249,0.432007968425751,0
"174",0.578140318393707,0.421859681606293,0
"175",0.568034768104553,0.431965231895447,0
"176",0.559373378753662,0.440626621246338,0
"177",0.569781184196472,0.430218815803528,1
"178",0.576879501342773,0.423120498657227,0
"179",0.580266892910004,0.419733107089996,0
"180",0.574496150016785,0.425503849983215,0
"181",0.578606188297272,0.421393811702728,0
"182",0.565753579139709,0.434246420860291,0
"183",0.570541143417358,0.429458856582642,0
"184",0.576743066310883,0.423256933689117,0
"185",0.571154415607452,0.428845584392548,0
"186",0.580211162567139,0.419788837432861,0
"187",0.572181701660156,0.427818298339844,0
"188",0.577223002910614,0.422776997089386,0
"189",0.579873383045197,0.420126616954803,0
"190",0.567661702632904,0.432338297367096,0
"191",0.560438215732574,0.439561784267426,1
"192",0.562825977802277,0.437174022197723,0
"193",0.565459370613098,0.434540629386902,0
"194",0.578585982322693,0.421414017677307,0
"195",0.576514303684235,0.423485696315765,0
"196",0.576897144317627,0.423102855682373,1
"197",0.573922693729401,0.426077306270599,0
"198",0.576253950595856,0.423746049404144,1
"199",0.578070521354675,0.421929478645325,0
"200",0.575098812580109,0.424901187419891,0
"201",0.578320562839508,0.421679437160492,0
"202",0.575611293315887,0.424388706684113,0
"203",0.578054249286652,0.421945750713348,0
"204",0.567170321941376,0.432829678058624,0
"205",0.574815154075623,0.425184845924377,0
"206",0.578053534030914,0.421946465969086,1
"207",0.573563694953918,0.426436305046082,0
"208",0.579398155212402,0.420601844787598,0
"209",0.575794219970703,0.424205780029297,0
"210",0.573185384273529,0.426814615726471,0
"211",0.578137695789337,0.421862304210663,0
"212",0.575278580188751,0.424721419811249,0
"213",0.570240020751953,0.429759979248047,0
"214",0.565985500812531,0.434014499187469,0
"215",0.572654008865356,0.427345991134644,0
"216",0.578734457492828,0.421265542507172,0
"217",0.566336750984192,0.433663249015808,0
"218",0.56863409280777,0.43136590719223,0
"219",0.569685578346252,0.430314421653748,1
"220",0.576734900474548,0.423265099525452,0
"221",0.56853187084198,0.43146812915802,0
"222",0.579374551773071,0.420625448226929,0
"223",0.57372659444809,0.42627340555191,0
"224",0.568732917308807,0.431267082691193,0
"225",0.575584173202515,0.424415826797485,0
"226",0.579813539981842,0.420186460018158,0
"227",0.579209566116333,0.420790433883667,0
"228",0.572429776191711,0.427570223808289,0
"229",0.570864260196686,0.429135739803314,0
"230",0.56393039226532,0.43606960773468,0
"231",0.576371192932129,0.423628807067871,0
"232",0.580287218093872,0.419712781906128,0
"233",0.561380863189697,0.438619136810303,1
"234",0.570831120014191,0.429168879985809,0
"235",0.57212233543396,0.42787766456604,0
"236",0.574288129806519,0.425711870193481,0
"237",0.578966796398163,0.421033203601837,0
"238",0.57188606262207,0.42811393737793,0
"239",0.575397849082947,0.424602150917053,0
"240",0.57558399438858,0.42441600561142,0
"241",0.561946630477905,0.438053369522095,1
"242",0.580163538455963,0.419836461544037,0
"243",0.578039705753326,0.421960294246674,0
"244",0.575432777404785,0.424567222595215,0
"245",0.580182552337646,0.419817447662354,0
"246",0.573360025882721,0.426639974117279,0
"247",0.580083847045898,0.419916152954102,0
"248",0.572745382785797,0.427254617214203,0
"249",0.565884172916412,0.434115827083588,0
"250",0.57025533914566,0.42974466085434,0
"251",0.578251659870148,0.421748340129852,0
"252",0.578323185443878,0.421676814556122,0
"253",0.577934801578522,0.422065198421478,0
"254",0.57619720697403,0.42380279302597,0
"255",0.567862451076508,0.432137548923492,0
"256",0.579947710037231,0.420052289962769,0
"257",0.574504673480988,0.425495326519012,0
"258",0.561170637607574,0.438829362392426,1
"259",0.577656030654907,0.422343969345093,0
"260",0.573509812355042,0.426490187644958,0
"261",0.577121317386627,0.422878682613373,0
"262",0.576671063899994,0.423328936100006,0
"263",0.5803382396698,0.4196617603302,0
"264",0.577232182025909,0.422767817974091,0
"265",0.579811334609985,0.420188665390015,0
"266",0.573795557022095,0.426204442977905,0
"267",0.573782801628113,0.426217198371887,0
"268",0.580042481422424,0.419957518577576,0
"269",0.570502161979675,0.429497838020325,1
"270",0.56923109292984,0.43076890707016,0
"271",0.578603088855743,0.421396911144257,0
"272",0.577799439430237,0.422200560569763,0
"273",0.574380815029144,0.425619184970856,0
"274",0.571294903755188,0.428705096244812,0
"275",0.576170563697815,0.423829436302185,0
"276",0.578561902046204,0.421438097953796,0
"277",0.568572759628296,0.431427240371704,0
"278",0.577536821365356,0.422463178634644,0
"279",0.574387311935425,0.425612688064575,0
"280",0.575462341308594,0.424537658691406,0
"281",0.577925562858582,0.422074437141418,0
"282",0.571682691574097,0.428317308425903,0
"283",0.57834929227829,0.42165070772171,0
"284",0.574781060218811,0.425218939781189,0
"285",0.572480201721191,0.427519798278809,0
"286",0.564108729362488,0.435891270637512,0
"287",0.572152733802795,0.427847266197205,0
"288",0.56431645154953,0.43568354845047,0
"289",0.570205450057983,0.429794549942017,0
"290",0.57348370552063,0.42651629447937,0
"291",0.579379975795746,0.420620024204254,0
"292",0.568543553352356,0.431456446647644,0
"293",0.578961968421936,0.421038031578064,0
"294",0.57841968536377,0.42158031463623,0
"295",0.576749980449677,0.423250019550323,0
"296",0.579582333564758,0.420417666435242,0
"297",0.571390390396118,0.428609609603882,0
"298",0.578531563282013,0.421468436717987,0
"299",0.557717740535736,0.442282259464264,1
"300",0.562438786029816,0.437561213970184,0
"301",0.578138470649719,0.421861529350281,0
"302",0.57217013835907,0.42782986164093,1
"303",0.57616400718689,0.42383599281311,0
"304",0.57030576467514,0.42969423532486,0
"305",0.577132403850555,0.422867596149445,0
"306",0.578850984573364,0.421149015426636,0
"307",0.577510416507721,0.422489583492279,0
"308",0.577140212059021,0.422859787940979,0
"309",0.580258011817932,0.419741988182068,0
"310",0.578889012336731,0.421110987663269,0
"311",0.579388320446014,0.420611679553986,0
"312",0.574873685836792,0.425126314163208,1
"313",0.580376029014587,0.419623970985413,0
"314",0.577121496200562,0.422878503799438,0
"315",0.571323394775391,0.428676605224609,1
"316",0.578909158706665,0.421090841293335,0
"317",0.578987002372742,0.421012997627258,0
"318",0.578832626342773,0.421167373657227,0
"319",0.571765720844269,0.428234279155731,0
"320",0.571617782115936,0.428382217884064,0
"321",0.5768683552742,0.4231316447258,0
"322",0.575813770294189,0.424186229705811,1
"323",0.561503112316132,0.438496887683868,0
"324",0.579136550426483,0.420863449573517,0
"325",0.571933388710022,0.428066611289978,0
"326",0.579949259757996,0.420050740242004,0
"327",0.562638521194458,0.437361478805542,0
"328",0.567162573337555,0.432837426662445,0
"329",0.566401481628418,0.433598518371582,1
"330",0.577638328075409,0.422361671924591,0
"331",0.559419095516205,0.440580904483795,0
"332",0.569584786891937,0.430415213108063,0
"333",0.5698361992836,0.4301638007164,0
"334",0.576812565326691,0.423187434673309,0
"335",0.576111137866974,0.423888862133026,0
"336",0.565074503421783,0.434925496578217,0
"337",0.566708326339722,0.433291673660278,0
"338",0.561528325080872,0.438471674919128,0
"339",0.57511967420578,0.42488032579422,0
"340",0.571402728557587,0.428597271442413,0
"341",0.559111833572388,0.440888166427612,1
"342",0.578316032886505,0.421683967113495,0
"343",0.578594386577606,0.421405613422394,0
"344",0.568524062633514,0.431475937366486,0
"345",0.57251101732254,0.42748898267746,0
"346",0.573631286621094,0.426368713378906,0
"347",0.577110409736633,0.422889590263367,0
"348",0.574567854404449,0.425432145595551,0
"349",0.577985346317291,0.422014653682709,0
"350",0.57800829410553,0.42199170589447,1
"351",0.561060070991516,0.438939929008484,0
"352",0.561465263366699,0.438534736633301,0
"353",0.577630996704102,0.422369003295898,0
"354",0.56776636838913,0.43223363161087,0
"355",0.579709947109222,0.420290052890778,0
"356",0.562537968158722,0.437462031841278,0
